case_num,date_filed,status,num_employees,location,nlrb_region,case_url,charged_party
03-CA-302539,09/01/2022,Open,30,"Hamburg, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302539,Starbucks Corporation
04-CA-302597,09/01/2022,Open,5,"Deptford, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302597,Cannabist
29-CB-302531,09/01/2022,Open,12,"Maspeth, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CB-302531,APWU (USPS)
04-CA-302589,09/01/2022,Open,66,"Media, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302589,"Wallworks, Inc."
01-CB-302568,09/01/2022,Open,20,"Everett, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CB-302568,UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA LOCAL 295 (Encore Casino)
04-CA-302579,09/01/2022,Open,20,"Philadelphia, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302579,Tenant Union Representative Network
14-CB-302504,09/01/2022,Open,50,"Belleville, IL","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-302504,Teamsters Local #50 (Various Contractors)
21-CA-302587,09/01/2022,Open,28,"Cerritos, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302587,Houston's Hot Chicken LLC
13-CA-302578,09/01/2022,Open,50,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302578,"Ozinga, a/k/a Ozinga Bros. Inc."
10-CA-302575,09/01/2022,Open,20,"Opelika, AL","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302575,AT&T
10-CB-302537,09/01/2022,Open,54,"Talking Rock, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302537,United Steelworkers Local 254-06 (Imerys Carbonates USA Inc.)
04-CA-302564,09/01/2022,Open,10,"Easton, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302564,Center for Animal Health & Welfare
18-CB-302561,09/01/2022,Open,3020,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302561,MINNESOTA NURSES ASSOCIATION (PARK NICOLLET METHODIST HOSPITAL)
19-CA-302546,09/01/2022,Open,7,"Conrad, MT","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302546,United States Postal Service
18-CB-302567,09/01/2022,Open,25,"St. Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302567,Minnesota Nurses Association (Fairview Health Services - Bethesda Hospital)
09-CA-302576,09/01/2022,Open,2500,"Erlanger, KY","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302576,DHL EXPRESS
22-CC-302585,09/01/2022,Open,20,"Newark, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CC-302585,"Laundry, Distribution and Food Service Joint Board Workers United (Dempsey Uniform & Linen Supply)"
18-CA-302532,09/01/2022,Open,4600,"Robbinsdale, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302532,North Memorial Health Hospital
04-CA-302559,09/01/2022,Open,6,"Roebling, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302559,The Roebling Town Market
19-CA-302549,09/01/2022,Open,8,"Portland, OR","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302549,"Rose City Taqueria (Operated by Rose City Taqueria LLC, PNW Eats, LLC, and/or Verenice Mendoza)"
03-CA-302464,09/01/2022,Open,15,"Williamsville, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302464,Starbucks Corporation
14-CA-302526,09/01/2022,Open,100,"Sugar Creek, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302526,Central Plains Cement Company
07-CA-302601,09/01/2022,Open,300,"Ann Arbor, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302601,United States Postal Service
18-CA-302605,09/01/2022,Open,1100,"Denison, IA","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302605,Smithfield Fresh Meats Corp.
18-CB-302582,09/01/2022,Open,5000,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302582,Minnesota Nurses Association (Children's Minnesota)
18-CB-302577,09/01/2022,Open,2597,"Maplewood, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302577,Minnesota Nurses Association (MNA) (Fairview Health Services - St. John's Hospital)
16-CA-302607,09/01/2022,Open,21,"San Antonio, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302607,Starbucks Corporation
18-CB-302610,09/01/2022,Open,5650,"Duluth, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302610,MINNESOTA NURSES ASSOCIATION (MNA) (Essentia Health)
09-CA-302608,09/01/2022,Open,2500,"Erlanger, KY","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302608,DHL EXPRESS
20-CA-302462,08/31/2022,Open,10,"Pearl City, HI","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302462,Oahu Care Facility
18-CA-302527,08/31/2022,Open,2000,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302527,Allina Health System d/b/a Abbott Northwestern Hospital
14-CP-302447,08/31/2022,Closed,0,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CP-302447,"International Union of Operating Engineers Local 513 (David Mason & Associates, Inc.)"
25-CA-302499,08/31/2022,Open,100,"Evansville, IN","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-302499,"Aramark Uniform & Career Apparel, LLC"
15-CB-302506,08/31/2022,Open,50,"Pensacola, FL","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CB-302506,American Postal Workers Union (APWU) Local 551(United States Postal Service)
05-CA-302598,08/31/2022,Open,23,"Waynesboro, PA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302598,Starbucks
09-CB-302510,08/31/2022,Open,299,"Dayton, OH","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CB-302510,"INTERNATIONAL UNION OF ELECTRONIC, ELECTRICAL, SALARIED, MACHINE AND FURNITURE WORKERS AFL-CIO (IUE), LOCAL 755 (DuBois Chemicals)"
18-CA-302516,08/31/2022,Open,1200,"Saint Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302516,United Hospital
16-CA-302581,08/31/2022,Open,80,"McAllen, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302581,United States Postal Service
29-CA-302525,08/31/2022,Open,50,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-302525,ASF Construction & Excavation Corp
01-CB-302436,08/31/2022,Open,100,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CB-302436,Harvard Union of Clerical and Technical Workers (Harvard Univ.)
31-CA-302488,08/31/2022,Open,3,"Los Angeles, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302488,Montecito Heights Healthcare & Wellness Centre
19-CA-302507,08/31/2022,Open,14,"Seattle, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302507,Sephora
20-CA-302456,08/31/2022,Open,10,"Honolulu, HI","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302456,Kulana Malama
03-CA-302451,08/31/2022,Open,20,"Albany, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302451,Starbucks Corporation
22-CA-302474,08/31/2022,Open,75,"Parlin, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-302474,Ashland Inc.
01-CA-302481,08/31/2022,Open,1,"Thorndike, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302481,UNITED STATES POSTAL SERVICE
18-CA-302440,08/31/2022,Open,1000,"Duluth, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302440,St. Luke's Hospital
01-CA-302512,08/31/2022,Open,15,"Bedford, NH","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302512,COCA-COLA BOTTLING COMPANY
04-CA-302486,08/31/2022,Open,450,"Lancaster, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302486,"Priority Healthcare Group, LLC"
05-CA-302555,08/31/2022,Open,100,"Baltimore, MD","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302555,"Transoceanic Cable Ship Co, LLC"
15-CA-302494,08/31/2022,Open,350,"Crystal Springs, MS","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302494,Hitachi Energy USA Inc.
31-CA-302548,08/31/2022,Open,3,"Los Angeles, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302548,MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE
21-CA-302492,08/31/2022,Open,25,"Downey, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302492,"Akash Management LLC, Carl’s Jr. Restaurants LLC, and CKE Restaurants Holdings, Inc. as single and/or joint employers d/b/a Carl’s Jr."
18-CA-302521,08/31/2022,Open,2500,"Milwaukee, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302521,United States Postal Service
16-CA-302544,08/31/2022,Open,10,"Dallas, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302544,Florida Fireproof Solutions
21-CA-302530,08/31/2022,Open,500,"Indio, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302530,JFK Memorial Hospital
19-CA-302460,08/31/2022,Open,6,"Spokane, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302460,The Spokesman Review / Cowles Publishing
10-CA-302392,08/31/2022,Open,25,"McCormick, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302392,United States Postal Service
16-CA-302573,08/31/2022,Open,4100,"Amarillo, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302573,Consolidated Nuclear Security
18-CA-302540,08/31/2022,Open,1100,"Coon Rapids, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302540,Allina Health - Mercy Hospital
18-CA-302519,08/31/2022,Open,1200,"St. Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302519,United Hospital
21-CA-302489,08/31/2022,Open,27,"Los Angeles, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302489,ABM Industries
25-CB-302483,08/31/2022,Open,32,"Bourbonnais, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CB-302483,NALC Branch 407 (United States Postal Service)
04-CB-302399,08/31/2022,Open,13,"Mount Laurel, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CB-302399,IAFF Local 3091 (Township of Mount Laurel)
19-CA-302454,08/31/2022,Open,385,"Everett, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302454,Compass Health
05-CA-302493,08/31/2022,Open,150,"Camp Hill, PA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302493,"Priority Healthcare Group, LLC"
10-CA-302470,08/31/2022,Open,100,"Durham, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302470,United States Postal Service
18-CA-302535,08/31/2022,Open,28,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302535,Allina Health System D/B/A Phillips Eye Institute
25-CB-302465,08/31/2022,Open,50,"Springfield, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CB-302465,APWU Local 239 (United States Postal Service)
21-CA-302534,08/31/2022,Open,200,"Santa Fe Springs, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302534,"United Natural Foods, Inc. (UNFI)"
13-CA-302511,08/31/2022,Open,100,"Mount Prospect, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302511,Ametek d/b/a Rauland Corporation
14-CB-302448,08/31/2022,Open,50,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-302448,"National Association of Letter Carriers, Branch 343 (United States Postal Service)"
19-CA-302500,08/31/2022,Open,15,"Vancouver, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302500,"360 Sheetmetal, LLC"
12-CA-302580,08/31/2022,Open,59,"Toa Alta, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302580,United States Postal Service
13-CA-302511,08/31/2022,Open,100,"Mount Prospect, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302511,Ametek d/b/a Rauland Corporation
20-CA-302462,08/31/2022,Open,10,"Pearl City, HI","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302462,Oahu Care Facility
18-CA-302527,08/31/2022,Open,2000,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302527,Allina Health System d/b/a Abbott Northwestern Hospital
25-CA-302499,08/31/2022,Open,100,"Evansville, IN","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-302499,"Aramark Uniform & Career Apparel, LLC"
04-CB-302399,08/31/2022,Open,13,"Mount Laurel, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CB-302399,IAFF Local 3091 (Township of Mount Laurel)
25-CB-302483,08/31/2022,Open,32,"Bourbonnais, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CB-302483,NALC Branch 407 (United States Postal Service)
19-CA-302454,08/31/2022,Open,385,"Everett, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302454,Compass Health
04-CA-302395,08/31/2022,Open,13,"Mount Laurel, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302395,Mount Laurel Township
14-CB-302448,08/31/2022,Open,50,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-302448,"National Association of Letter Carriers, Branch 343 (United States Postal Service)"
01-CA-302557,08/31/2022,Open,20,"Palmer, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302557,UNITED STATES POSTAL SERVICE
16-CA-302581,08/31/2022,Open,80,"McAllen, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302581,United States Postal Service
14-CP-302447,08/31/2022,Closed,0,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CP-302447,"International Union of Operating Engineers Local 513 (David Mason & Associates, Inc.)"
12-CA-302580,08/31/2022,Open,59,"Toa Alta, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302580,United States Postal Service
16-CA-302573,08/31/2022,Open,4100,"Amarillo, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302573,Consolidated Nuclear Security
16-CA-302592,08/31/2022,Open,42,"Austin, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302592,"Via 313, LLC"
08-CA-302588,08/31/2022,Open,10,"Wooster, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-302588,"Taco Bell of America, LLC"
06-CA-302602,08/31/2022,Open,500,"Clinton, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CA-302602,"PG Publishing Co., Inc. d/b/a Pittsburgh Post-Gazette"
05-CA-302598,08/31/2022,Open,23,"Waynesboro, PA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302598,Starbucks
01-CA-302600,08/31/2022,Open,2000,"Springfield, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302600,United States Postal Service
16-CA-302615,08/31/2022,Open,10,"Fort Worth, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302615,"Fort Worth Star Telegram, The McClathcy Company"
06-CA-302612,08/31/2022,Open,500,"Clinton, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CA-302612,"PG Publishing Co., Inc. d/b/a Pittsburgh Post-Gazette"
32-CA-302614,08/31/2022,Open,70,"Visalia, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302614,"Sequoia Beverage Company, LC dba Bueno Beverage Company"
07-CB-302603,08/31/2022,Open,500,"Kentwood, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CB-302603,"Western Michigan Area Local 281, American Postal Workers Union (APWU) AFL-CIO (United States Postal Service)"
15-CA-302606,08/31/2022,Open,60,"Myrtle Grove, FL","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302606,United States Postal Service
06-CA-302341,08/30/2022,Open,280,"New Castle, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CA-302341,"Comprehensive Healthcare Management Services, LLC, and also attached"
13-CA-302364,08/30/2022,Open,650,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302364,Levy at Wrigley Field
10-CA-302387,08/30/2022,Open,100,"Charlotte, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302387,United States Postal Service
03-CA-302315,08/30/2022,Open,150,"Ravena, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302315,LaFarge Holcim
10-CB-302323,08/30/2022,Open,50,"Atlanta, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302323,American Postal Workers Union Local 32 (United States Postal Service)
19-CA-302385,08/30/2022,Open,57,"Seattle, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302385,AddShoppers Inc.
04-CA-302359,08/30/2022,Open,15,"Mount Laurel, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302359,Closet Factory
15-CA-302428,08/30/2022,Open,1,"Memphis, TN","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302428,"First Student, Inc."
13-CA-302336,08/30/2022,Open,1000,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302336,"Genuine Cable Group, LLC"
10-CA-302313,08/30/2022,Open,100,"Ball Ground, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302313,Awnex
10-CB-302317,08/30/2022,Open,25,"Atlanta, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302317,American Postal Workers Union Local 32 (United States Postal Service)
04-CA-302320,08/30/2022,Open,500,"Wilmington, DE","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302320,United States Postal Service
15-CA-302445,08/30/2022,Open,50,"Niceville, FL","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302445,American house blue water bay
10-CB-302306,08/30/2022,Open,50,"Atlanta, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302306,National Postal Mail Handlers Union Local 310 (United States Postal Service)
19-CA-302376,08/30/2022,Open,1500,"Albany, OR","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302376,ATI Wah Chang
18-CA-302390,08/30/2022,Open,900,"Maplewood, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302390,M Health Fairview - Legacy Health East
03-CA-302297,08/30/2022,Open,10,"Ithaca, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302297,Ag-Analytics Technology Company
22-CA-302354,08/30/2022,Open,360,"Newark, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-302354,"Swissport Cargo Services, LLC"
13-CA-302396,08/30/2022,Open,60,"Barrington, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302396,United States Postal Service
25-CA-302479,08/30/2022,Open,80,"Mitchell, IN","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-302479,Lehigh Hanson
31-CA-302434,08/30/2022,Open,400,"Pasadena, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302434,United States Postal Service
08-CA-302433,08/30/2022,Open,66,"Bedford Heights, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-302433,A.M. Castle & Co.
02-CA-302509,08/30/2022,Open,100,"Bronx, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-302509,Leesel Transportation
15-CB-302402,08/30/2022,Open,33,"Jackson, MS","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CB-302402,National Association of Letter Carriers Branch 217
15-CB-302378,08/30/2022,Open,110,"Memphis, TN","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CB-302378,AFSCME Local 1733
10-CA-302372,08/30/2022,Open,4,"McDonough, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302372,Bimbo Bakeries USA
13-CB-302411,08/30/2022,Open,10,"Dolton, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302411,USW 166M (Ardagh Group)
03-CA-302298,08/30/2022,Open,20,"Cheektowaga, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302298,The Hertz Corporation
02-CA-302432,08/30/2022,Open,100,"Manhattan, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-302432,Best Friends Animal Society
01-CA-302421,08/30/2022,Open,10,"Old Saybrook, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302421,"M & J Bus, Inc."
03-CA-302345,08/30/2022,Open,60,"Ithaca, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302345,Cayuga Nursing and Rehabilitation Center
31-CA-302496,08/30/2022,Open,55,"Universal City, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302496,NBC UNIVERSAL - KNBC TV
19-CA-302427,08/30/2022,Open,200,"Yakima, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302427,United States Postal Service
22-CA-302467,08/30/2022,Open,50,"Wayne, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-302467,Llanfair House Care & Rehabilitation
09-CA-302441,08/30/2022,Open,2500,"Erlanger, KY","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302441,DHL EXPRESS
04-CA-302365,08/30/2022,Open,340,"Vineland, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302365,"Elwyn, NJ"
06-CA-302328,08/30/2022,Open,1000,"Pittsburgh, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CA-302328,USPS
10-CB-302388,08/30/2022,Open,10,"Kannapolis, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302388,North Carolina Rural Letter Carriers Association (United States Postal Service)
21-CA-302459,08/30/2022,Open,100,"Vista, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302459,Guajome Park Academy/Guajome Schools
31-CB-302438,08/30/2022,Open,2,"Rancho Cucamonga, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CB-302438,IBEW Local Union 11 (Communication Technology Services)
04-CA-302327,08/30/2022,Open,500,"Wilmington, DE","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302327,United States Postal Service
09-CB-302472,08/30/2022,Open,2000,"Cincinnati, OH","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CB-302472,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO (APWU), LOCAL 4400 (Cincinnati Bell/Alta Fiber)"
10-CA-302302,08/30/2022,Open,500,"Knoxville, TN","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302302,United States Postal Service
19-CA-302457,08/30/2022,Open,80000,"Portland, OR","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302457,United Parcel Service
21-CA-302455,08/30/2022,Open,66,"Orange, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302455,"Township Building Services, Inc."
22-CB-302468,08/30/2022,Open,20,"Paterson, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CB-302468,"American Postal Workers Union, Local 190"
10-CA-302318,08/30/2022,Open,50,"Atlanta, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302318,United States Postal Service
14-CB-302412,08/30/2022,Open,0,"Kansas City, KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-302412,RWDSU Local 184-L (Kellogg's Snacks)
14-CA-302368,08/30/2022,Open,3,"Wentzville, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302368,Summit On Site Solutions d/b/a Altus Biologics
14-CA-302340,08/30/2022,Open,994,"Wichita, KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302340,Johnson Controls Inc.
07-CB-302262,08/29/2022,Open,50,"Pontiac, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CB-302262,"Local 307, National Postal Mail Handlers Union (NPMHU), AFL-CIO, a division of LiUNA! (United States Postal Service)"
15-CA-302391,08/29/2022,Open,50,"Olive Branch, MS","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302391,United States Postal Service
12-CA-302463,08/29/2022,Open,12,"Orlando, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302463,AT&T
16-CA-302502,08/29/2022,Open,100,"Frisco, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302502,United States Postal Service
05-CA-302398,08/29/2022,Open,500,"Washington, DC","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302398,American University
28-CA-302551,08/29/2022,Open,350000,"Santa Fe, NM","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302551,Starbucks Corporation
27-CA-302308,08/29/2022,Open,25,"Holyoke, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302308,East Phillips County Hospital District d/b/a Melissa Memorial Hospital
21-CB-302397,08/29/2022,Open,1,"Paramount, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CB-302397,IBEW local 11 (Newtron Electric)
21-CB-302346,08/29/2022,Open,5000,"San Diego, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CB-302346,United Nurses Associations of California/Union of Health Care Professionals (UNAC)(San Diego Hospital Association d/b/a Sharp Healthcare)
25-CA-302304,08/29/2022,Open,125,"Indianapolis, IN","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-302304,Irvington Community Schools
19-CA-302274,08/29/2022,Open,25,"Eugene, OR","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302274,Starbucks Corporation
28-CA-302425,08/29/2022,Open,200,"Mesa, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302425,"United Parcel Service, Inc."
15-CA-302310,08/29/2022,Open,1000,"Arcadia, LA","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302310,House of Raeford
20-CA-302505,08/29/2022,Open,25,"Oroville, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302505,Oroville Hospital
